,id,host_since,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,price,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,sentiment_score
4658,36266110,2016-11-04,within an hour,100%,100%,t,Scalpwilliam,3,3,"['email', 'phone']",t,t,"Killiney, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.266,-6.11467,Private room in home,Private room,1,2.5 baths,1.0,1.0,"[""Dryer"", ""Outdoor furniture"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Host greets you"", ""Breakfast"", ""Fire pit"", ""Heating"", ""Washer"", ""First aid kit"", ""Dedicated workspace"", ""Free parking on premises"", ""TV"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Air conditioning"", ""Shampoo"", ""Essentials"", ""BBQ grill"", ""Lockbox"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area""]",$80.00,1,1125,1,1,1125,1125,1.0,1125.0,t,23,53,83,358,2022-09-12,8,5,0,2020-03-18,2022-08-02,4.75,4.63,4.5,4.63,4.88,4.88,4.38,t,3,1,2,0,0.6006843434343435
4669,36337560,2017-09-18,within an hour,100%,100%,t,Docklands,13,13,"['email', 'phone']",t,t,"Dublin 6, County Dublin, Ireland",Dublin City,53.3282,-6.26306,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Laundromat nearby"", ""Cooking basics"", ""Breakfast"", ""Microwave"", ""High chair"", ""Crib"", ""Clothing storage: wardrobe"", ""Paid dryer \u2013 In building"", ""Nespresso machine"", ""Central heating"", ""Cleaning before checkout"", ""Various shampoo"", ""Pack \u2019n play/Travel crib"", ""Various  conditioner"", ""Dishes and silverware"", ""First aid kit"", ""Dedicated workspace"", ""Drying rack for clothing"", ""Cleaning products"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""Paid street parking off premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Electric stove"", ""Paid washer \u2013 In building"", ""42\"" HDTV"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Lockbox"", ""Smoke alarm"", ""Room-darkening shades"", ""Paid parking lot on premises"", ""Wine glasses"", ""Portable fans"", ""Extra pillows and blankets""]",$150.00,14,90,14,14,1125,1125,14.0,1125.0,t,1,1,1,1,2022-09-12,10,4,0,2020-10-02,2022-06-27,4.9,5.0,4.8,5.0,5.0,5.0,4.4,t,13,13,0,0,0.5518821428571428
4678,36379001,2016-08-24,within a few hours,100%,63%,f,Ranelagh and Rathmines,1,1,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.3254,-6.27003,Private room in home,Private room,2,1.5 shared baths,1.0,1.0,"[""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Breakfast"", ""Heating"", ""Washer"", ""First aid kit"", ""Free parking on premises"", ""TV"", ""Hot tub"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Air conditioning"", ""Shampoo"", ""Essentials"", ""Lockbox"", ""Wifi"", ""Smoke alarm""]",$35.00,1,40,1,1,40,40,1.0,40.0,t,0,0,0,0,2022-09-12,34,24,5,2020-01-14,2022-09-06,4.76,4.76,4.68,4.97,4.82,4.79,4.65,f,1,0,1,0,0.43367614214489214
4680,36389876,2013-02-26,within an hour,100%,83%,f,The Liberties,1,3,"['email', 'phone']",t,t,"Dublin 8, County Dublin, Ireland",Dublin City,53.33907,-6.27306,Entire home,Entire home/apt,4,1 bath,2.0,2.0,"[""Coffee maker"", ""Essentials"", ""TV"", ""Refrigerator"", ""Private entrance"", ""Hangers"", ""Indoor fireplace"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Kitchen"", ""Dishes and silverware"", ""Host greets you"", ""Backyard""]",$800.00,2,90,2,2,90,90,2.0,90.0,t,1,22,52,52,2022-09-12,11,9,0,2019-08-24,2022-07-18,4.3,4.7,4.1,4.4,4.5,4.9,4.0,f,1,1,0,0,0.3210261387163561
4683,36421220,2018-08-02,within an hour,100%,100%,f,Monkstown,1,1,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.28411,-6.15693,Private room in home,Private room,1,1 shared bath,1.0,1.0,"[""Essentials"", ""TV"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Hair dryer"", ""Lock on bedroom door"", ""Iron"", ""Wifi"", ""Heating"", ""Washer"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Kitchen"", ""Free street parking"", ""Breakfast"", ""Shampoo"", ""Free parking on premises""]",$46.00,1,3,1,1,3,3,1.0,3.0,t,0,8,26,105,2022-09-12,50,15,0,2019-07-14,2022-07-15,4.66,4.88,4.86,4.92,4.74,4.68,4.84,t,1,0,1,0,0.4356101099589473
4692,36496667,2018-03-08,within an hour,100%,99%,t,Ballsbridge,4,4,"['email', 'phone']",t,t,"Dublin 4, Dublin, Ireland",Dublin City,53.33151,-6.2399,Room in boutique hotel,Private room,2,1 private bath,1.0,1.0,"[""TV with standard cable"", ""Essentials"", ""Coffee maker"", ""Refrigerator"", ""Wifi"", ""Hair dryer"", ""Ethernet connection"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Keypad"", ""Dedicated workspace"", ""Air conditioning"", ""Pocket wifi"", ""Cable TV"", ""Crib"", ""Luggage dropoff allowed""]",$283.00,1,1125,1,2,1125,1125,1.0,1125.0,t,6,19,44,293,2022-09-12,74,7,0,2020-06-07,2022-06-03,4.97,4.97,4.96,4.99,5.0,4.96,4.82,t,4,0,4,0,0.4985876210577703
4695,36534202,2011-10-07,within an hour,100%,66%,t,Finglas,1,1,"['email', 'phone']",t,t,"Dublin 11, County Dublin, Ireland",Dublin City,53.38475,-6.29996,Private room in home,Private room,2,1 shared bath,1.0,1.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Dining table"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Microwave"", ""Clothing storage: closet"", ""Heating"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning products"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Lock on bedroom door"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Wine glasses"", ""Extra pillows and blankets""]",$70.00,2,1125,2,2,1125,1125,2.0,1125.0,t,0,1,26,116,2022-09-12,45,24,2,2019-08-15,2022-09-04,4.91,4.98,4.98,5.0,4.93,4.7,4.77,f,1,0,1,0,0.3836484134367907
4705,36586845,2019-06-24,within an hour,90%,100%,f,Grafton Street/St. Stephens Green,4,4,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.34048,-6.26129,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,"[""Coffee maker"", ""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Keypad"", ""Air conditioning""]",$364.00,2,6,1,5,6,6,2.4,6.0,t,15,41,71,340,2022-09-12,73,15,0,2020-07-20,2022-04-13,4.58,4.73,4.58,4.64,4.34,4.96,4.55,t,4,0,0,0,0.4199106289620026
4706,36587590,2019-06-24,within an hour,90%,100%,f,Grafton Street/St. Stephens Green,4,4,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.34172,-6.26124,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,"[""Essentials"", ""TV"", ""Wifi"", ""Keypad"", ""Air conditioning"", ""Bathtub""]",$330.00,2,6,1,5,6,6,2.4,6.0,t,20,47,77,349,2022-09-12,31,8,0,2019-09-19,2022-07-31,4.71,4.87,4.74,4.65,4.58,4.97,4.68,t,4,0,0,0,0.44843968788413235
4707,36589636,2019-06-24,within an hour,90%,100%,f,Grafton Street/St. Stephens Green,4,4,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.34014,-6.26269,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,"[""Coffee maker"", ""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Keypad"", ""Air conditioning"", ""Microwave"", ""Bathtub""]",$281.00,2,6,1,5,6,6,2.4,6.0,t,9,29,49,309,2022-09-12,85,36,0,2020-01-07,2022-06-15,4.56,4.79,4.64,4.66,4.49,4.92,4.62,t,4,0,0,0,0.4580481046359394
4708,36590112,2019-06-24,within an hour,90%,100%,f,Grafton Street/St. Stephens Green,4,4,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.3406,-6.26333,Room in boutique hotel,Hotel room,2,1 private bath,1.0,1.0,"[""Essentials"", ""TV"", ""Wifi"", ""Heating"", ""Keypad"", ""Air conditioning"", ""Hot water""]",$265.00,2,6,1,5,6,6,2.4,6.0,t,6,18,37,296,2022-09-12,24,9,1,2020-02-01,2022-08-18,4.38,4.75,4.83,4.38,3.92,4.88,4.63,t,4,0,0,0,0.3796049209157347
4717,36686468,2015-04-09,within an hour,100%,97%,t,Ranelagh,3,3,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.32569,-6.24335,Private room in condo,Private room,2,1 private bath,1.0,1.0,"[""Oven"", ""Fast wifi \u2013 250 Mbps"", ""Hangers"", ""Security cameras on property"", ""Free dryer \u2013 In unit"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Shared gym nearby"", ""Shared patio or balcony"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Heating"", ""Dishes and silverware"", ""Elevator"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Sound system"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Lockbox"", ""Children\u2019s dinnerware"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Shared fenced garden or backyard"", ""Stove"", ""Paid parking off premises"", ""Extra pillows and blankets"", ""HDTV with Amazon Prime Video, Apple TV, Netflix""]",$55.00,1,14,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2022-09-12,63,18,2,2019-09-09,2022-08-30,5.0,5.0,4.92,4.97,4.98,4.92,4.98,f,3,2,1,0,0.46179242394815695
4736,36939105,2018-09-03,within a day,70%,52%,f,Mountjoy,2,3,"['email', 'phone']",t,t,"Dublin 1, County Dublin, Ireland",Dublin City,53.35236,-6.25421,Private room in rental unit,Private room,2,1 shared bath,1.0,1.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Shared patio or balcony"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Air conditioning"", ""Free street parking"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""Wifi"", ""Smoke alarm"", ""Paid parking off premises""]",$55.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2022-09-12,16,0,0,2019-07-29,2020-02-09,4.5,4.63,4.38,4.88,4.88,4.88,4.5,f,2,0,2,0,0.32067521367521373
4737,36959080,2017-09-18,within an hour,100%,98%,f,Artane,4,4,"['email', 'phone']",t,t,"Dublin 5, County Dublin, Ireland",Dublin City,53.37856,-6.19562,Private room in home,Private room,2,1 shared bath,1.0,2.0,"[""Hangers"", ""Free dryer \u2013 In unit"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Microwave"", ""Private fenced garden or backyard"", ""Heating"", ""Dishes and silverware"", ""Hot water"", ""Free parking on premises"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Shampoo"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Free washer \u2013 In unit"", ""Smoke alarm"", ""Extra pillows and blankets""]",$99.00,2,7,1,2,1125,1125,2.0,1125.0,t,3,27,57,79,2022-09-12,115,44,7,2019-08-12,2022-09-08,4.67,4.83,4.92,4.91,4.89,4.77,4.73,t,4,0,4,0,0.4100095838410446
4739,36977242,2017-10-12,within an hour,100%,100%,t,North City Central/O'Connell Street,1,1,['phone'],t,t,"Dublin 1, County Dublin, Ireland",Dublin City,53.35392,-6.26363,Entire rental unit,Entire home/apt,3,1 bath,1.0,1.0,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Wifi"", ""Iron"", ""Long term stays allowed"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Kitchen"", ""Shampoo"", ""Hot water"", ""Luggage dropoff allowed""]",$189.00,3,1125,3,3,1125,1125,3.0,1125.0,t,8,8,8,8,2022-09-12,39,15,1,2019-09-09,2022-08-27,4.82,4.9,4.87,4.82,4.97,4.97,4.64,t,1,1,0,0,0.3579165986015114
4747,37107622,2011-03-27,within an hour,100%,100%,t,Ballinteer,2,6,"['email', 'phone']",t,t,"Dublin 16, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.27682,-6.24747,Private room in cottage,Private room,1,1 shared bath,1.0,1.0,"[""Hot water kettle"", ""Outdoor furniture"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Clothing storage"", ""Private fenced garden or backyard"", ""Cleaning before checkout"", ""Fire pit"", ""Fast wifi \u2013 229 Mbps"", ""Heating"", ""Dishes and silverware"", ""Cleaning products"", ""Hot water"", ""Shower gel"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""BBQ grill"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Lockbox"", ""Private patio or balcony"", ""Smoke alarm"", ""Outdoor dining area"", ""Wine glasses"", ""Extra pillows and blankets""]",$85.00,1,1125,1,1,1125,1125,1.0,1125.0,t,14,41,71,251,2022-09-12,107,55,6,2019-07-29,2022-09-04,4.95,4.96,4.95,4.96,4.98,4.9,4.91,t,2,0,2,0,0.44711248610702503
4755,37211363,2014-06-19,within an hour,100%,90%,f,The Liberties,1,2,"['email', 'phone']",t,t,"Dublin 8, County Dublin, Ireland",Dublin City,53.34069,-6.27968,Entire home,Entire home/apt,2,1 bath,1.0,1.0,"[""Oven"", ""Hangers"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""First aid kit"", ""Hot water"", ""Hair dryer"", ""Dishwasher"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Private patio or balcony"", ""Smoke alarm"", ""Paid parking off premises""]",$120.00,2,7,2,2,7,7,2.0,7.0,t,0,0,0,0,2022-09-12,7,6,2,2020-01-01,2022-08-26,4.29,4.14,4.29,4.43,4.71,4.14,4.14,f,1,1,0,0,0.2322326118326119
4763,37288548,2017-04-11,within an hour,100%,88%,t,Stillorgan,1,1,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dn Laoghaire-Rathdown,53.286,-6.19863,Entire condo,Entire home/apt,6,2 baths,2.0,4.0,"[""Oven"", ""Hangers"", ""Security cameras on property"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""42\"" HDTV"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""Lockbox"", ""Children\u2019s dinnerware"", ""Wifi"", ""Private patio or balcony"", ""Shared fenced garden or backyard"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove""]",$288.00,1,1125,1,14,1,1125,12.0,1001.4,t,12,25,52,57,2022-09-12,81,37,4,2019-09-06,2022-08-31,4.78,4.85,4.67,4.95,4.81,4.83,4.53,t,1,1,0,0,0.42108379853947947
4771,37421258,2014-04-15,within an hour,100%,99%,t,Carpenterstown,3,5,['phone'],t,t,"Dublin, County Dublin, Ireland",Fingal,53.37328,-6.39919,Private room in home,Private room,1,1 shared bath,1.0,1.0,"[""Oven"", ""Hot water kettle"", ""Fire extinguisher"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Security cameras on property"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Host greets you"", ""Breakfast"", ""Microwave"", ""Bikes"", ""Paid washer \u2013 In unit"", ""Central heating"", ""Dishes and silverware"", ""First aid kit"", ""Drying rack for clothing"", ""Cleaning products"", ""Baking sheet"", ""Hot water"", ""Free parking on premises"", ""Clothing storage: dresser and closet"", ""Lock on bedroom door"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Free street parking"", ""Bathtub"", ""Luggage dropoff allowed"", ""Coffee maker"", ""Essentials"", ""EV charger"", ""Refrigerator"", ""Body soap"", ""Bed linens"", ""Toaster"", ""Wifi"", ""Private patio or balcony"", ""Shared fenced garden or backyard"", ""Smoke alarm"", ""Outdoor dining area"", ""Stove"", ""Wine glasses"", ""Extra pillows and blankets""]",$50.00,2,14,2,2,14,14,2.0,14.0,t,5,28,51,51,2022-09-11,44,38,5,2019-09-06,2022-09-10,4.98,4.98,5.0,5.0,5.0,4.86,4.91,f,3,0,3,0,0.4439212953712953
4772,37422266,2017-01-15,within an hour,100%,100%,f,Kilmainham,1,1,"['email', 'phone']",t,t,"Dublin 8, County Dublin, Ireland",Dublin City,53.33837365291121,-6.303894051993459,Private room in home,Private room,2,1 shared bath,1.0,1.0,"[""Induction stove"", ""Hot water kettle"", ""Outdoor furniture"", ""Dining table"", ""Hangers"", ""Carbon monoxide alarm"", ""Laundromat nearby"", ""Host greets you"", ""Microwave"", ""Private fenced garden or backyard"", ""Clothing storage: closet"", ""Heating"", ""Fast wifi \u2013 276 Mbps"", ""Dishes and silverware"", ""First aid kit"", ""Cleaning products"", ""Hot water"", ""Free washer \u2013 In building"", ""Free dryer \u2013 In building"", ""Shower gel"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Freezer"", ""Bathtub"", ""Shampoo"", ""Luggage dropoff allowed"", ""Essentials"", ""Refrigerator"", ""Body soap"", ""Conditioner"", ""Bed linens"", ""Toaster"", ""Smoke alarm"", ""21\"" TV with Chromecast"", ""Wine glasses"", ""Extra pillows and blankets""]",$80.00,2,3,2,2,3,3,2.0,3.0,t,0,0,0,0,2022-09-12,10,2,2,2019-12-01,2022-09-06,5.0,5.0,5.0,5.0,5.0,4.9,5.0,f,1,0,1,0,0.4133819945486612
4778,37523477,2016-02-22,within a few hours,100%,53%,t,North City Central/O'Connell Street,5,5,"['email', 'phone', 'work_email']",t,t,"Dublin 1, County Dublin, Ireland",Dublin City,53.3522,-6.25928,Entire rental unit,Entire home/apt,4,1 bath,1.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""High chair"", ""Crib"", ""Building staff"", ""Ethernet connection"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Dedicated workspace"", ""Hot water"", ""Free parking on premises"", ""Hair dryer"", ""Single level home"", ""Iron"", ""40\"" HDTV with Amazon Prime Video, Netflix, premium cable, standard cable"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove"", ""Extra pillows and blankets""]",$85.00,56,1125,14,56,1125,1125,51.4,1125.0,t,7,7,7,171,2022-09-12,6,2,0,2019-08-25,2022-07-01,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,5,5,0,0,0.3113411753590325
4789,37651902,2019-06-26,within an hour,100%,98%,t,Ballsbridge,5,5,"['email', 'phone']",t,t,"Dublin, County Dublin, Ireland",Dublin City,53.33363,-6.23927,Room in hotel,Private room,2,1 private bath,1.0,2.0,"[""Essentials"", ""TV"", ""Fire extinguisher"", ""Private entrance"", ""Hangers"", ""Lock on bedroom door"", ""Hair dryer"", ""Wifi"", ""Iron"", ""Building staff"", ""Heating"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""First aid kit"", ""Long term stays allowed"", ""Shampoo"", ""Hot water""]",$400.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,5,115,2022-09-12,29,12,1,2019-11-27,2022-08-17,4.69,4.76,4.72,4.83,4.76,4.59,4.38,t,5,0,5,0,0.47299878301523035
4790,37657468,2014-01-12,within a day,50%,27%,f,Crumlin,1,2,"['email', 'phone']",t,f,"Drimnagh, County Dublin, Ireland",Dublin City,53.32635,-6.31499,Entire home,Entire home/apt,3,1 bath,2.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""TV with standard cable"", ""Fireplace guards"", ""Washer"", ""Heating"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Children\u2019s books and toys"", ""Changing table"", ""Hair dryer"", ""Dishwasher"", ""Free street parking"", ""Bathtub"", ""Cable TV"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Wifi"", ""Outlet covers"", ""Private patio or balcony"", ""Smoke alarm"", ""Room-darkening shades"", ""Stove"", ""Baby bath"", ""Extra pillows and blankets""]",$52.00,1,1125,1,1,1125,1125,1.0,1125.0,t,0,0,0,0,2022-09-12,3,0,0,2019-09-27,2019-10-15,4.67,5.0,4.67,5.0,5.0,5.0,5.0,f,1,1,0,0,0.66
4820,37968060,2019-05-28,within an hour,100%,99%,f,Docklands,7,87,"['email', 'phone', 'work_email']",t,t,"Dublin, Ireland",Dublin City,53.34505,-6.23549,Entire rental unit,Entire home/apt,4,2 baths,2.0,2.0,"[""Oven"", ""Fire extinguisher"", ""Dryer"", ""Hangers"", ""Long term stays allowed"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Patio or balcony"", ""Gym"", ""Heating"", ""Washer"", ""Dishes and silverware"", ""Elevator"", ""Hot water"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Refrigerator"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Paid parking on premises""]","$1,008.00",14,1125,14,14,14,365,14.0,275.6,t,24,47,77,352,2022-09-12,7,2,0,2020-02-24,2022-05-15,5.0,4.86,5.0,4.86,4.86,5.0,4.57,t,7,7,0,0,0.5461081220366935
4821,37970593,2019-03-06,within an hour,100%,83%,f,Glebe South,1,12,"['email', 'phone']",t,f,"Dublin, County Dublin, Ireland",Fingal,53.58501,-6.19196,Private room in home,Private room,2,1 private bath,1.0,1.0,"[""Oven"", ""Fire extinguisher"", ""Hangers"", ""Indoor fireplace"", ""Long term stays allowed"", ""Carbon monoxide alarm"", ""Microwave"", ""Patio or balcony"", ""Ethernet connection"", ""Fireplace guards"", ""Washer"", ""Heating"", ""First aid kit"", ""Dishes and silverware"", ""Backyard"", ""Hot water"", ""Free parking on premises"", ""Shower gel"", ""Children\u2019s books and toys"", ""TV"", ""Hair dryer"", ""Iron"", ""Dishwasher"", ""Free street parking"", ""Bathtub"", ""Shampoo"", ""Coffee maker"", ""Essentials"", ""Private entrance"", ""Refrigerator"", ""BBQ grill"", ""Bed linens"", ""Wifi"", ""Smoke alarm"", ""Stove"", ""Piano"", ""Extra pillows and blankets""]",$75.00,1,1125,1,1,1125,1125,1.0,1125.0,t,11,41,71,330,2022-09-12,37,23,0,2019-09-03,2022-08-01,4.86,4.78,4.78,4.89,4.89,4.83,4.78,t,1,0,1,0,0.4502774092970522
